text,source,text_clean,label
"semenjak aplikasi ini mnjdi prabayar, jadi Mls pengguna nya dulu waktu ini blum ada fitur premium jadi rame, saran saya kasih ke longgaran dalam 1 bulan agar bisa pengguna melihat tag yang di pagar",PlayStore,semenjak aplikasi ini mnjdi prabayar jadi mls pengguna nya dulu waktu ini blum ada fitur premium jadi rame saran saya kasih ke longgaran dalam  bulan agar bisa pengguna melihat tag yang di pagar,1
🙏🏻,PlayStore,,1
apa apa harus berbayar,PlayStore,apa apa harus berbayar,1
"makin rame kok makin ngelunjak ni apk,mana skrng pke berbayar lagi kaga jelas banget",PlayStore,makin rame kok makin ngelunjak ni apkmana skrng pke berbayar lagi kaga jelas banget,1
ka sudah bayar yg premium tapi kenapa belum bisa yaa malah masih aja yg gratis,PlayStore,ka sudah bayar yg premium tapi kenapa belum bisa yaa malah masih aja yg gratis,1
"apk yg sebenarnya ga terlalu berguna karna ga terlalu valid dengan aslinya masa iya dikontak 1 orang cuma ada 3 tag, yg sebenarnya lebih dari 100 tolong diperbaiki dan valid kan dengan yang asli, percuma harus premium kalau akhirnya jadi sampah, apk ini makin banyak yang pakai semakin ngaco juga Lama kelamaan, malah jadi APK SAMPAH",PlayStore,apk yg sebenarnya ga terlalu berguna karna ga terlalu valid dengan aslinya masa iya dikontak  orang cuma ada  tag yg sebenarnya lebih dari  tolong diperbaiki dan valid kan dengan yang asli percuma harus premium kalau akhirnya jadi sampah apk ini makin banyak yang pakai semakin ngaco juga lama kelamaan malah jadi apk sampah,1
gratis trs ya,PlayStore,gratis trs ya,1
"benci, bgttt verifikasi aja susah",PlayStore,benci bgttt verifikasi aja susah,1
udah jelek skrng perubahan nya ga kaya dulu skrng dikit dikit harus premium,PlayStore,udah jelek skrng perubahan nya ga kaya dulu skrng dikit dikit harus premium,0
kebanyakan tagihan,PlayStore,kebanyakan tagihan,1
sialan,PlayStore,sialan,1
"udah premium tetep dapet limit, katanya bakalan ada notif ke email, eh ternyata zonk",PlayStore,udah premium tetep dapet limit katanya bakalan ada notif ke email eh ternyata zonk,1
sangat berfungsi,PlayStore,sangat berfungsi,1
tapi kenapa punya saya sedikit yg nge save,PlayStore,tapi kenapa punya saya sedikit yg nge save,1
g bisa login gjls ni apk,PlayStore,g bisa login gjls ni apk,1
g bisa masuk gara' verifikasi nya bug,PlayStore,g bisa masuk gara verifikasi nya bug,1
"min maaf mau tanya ini saya berlangganan saldonya ga masuk payment get contact tapi sudah hangus duluan belum ada beberapa jam, tolong bantuannya min🙏🏻",PlayStore,min maaf mau tanya ini saya berlangganan saldonya ga masuk payment get contact tapi sudah hangus duluan belum ada beberapa jam tolong bantuannya min,1
info apk yg Apik,PlayStore,info apk yg apik,1
apk gajelss ga guna,PlayStore,apk gajelss ga guna,1
bisa tau,PlayStore,bisa tau,1
"katanya bisa liat nama orang tapi buktinya gak ada, lagian ga jelas",PlayStore,katanya bisa liat nama orang tapi buktinya gak ada lagian ga jelas,1
sgt membantu,PlayStore,sgt membantu,2
"ini mau masuk aja buat verivikasi kok ngk bisa di suruh nunggu beberapa menit pas udh di tunggu tetap ngk bisa, apa aplikasi nya eror yaa?????",PlayStore,ini mau masuk aja buat verivikasi kok ngk bisa di suruh nunggu beberapa menit pas udh di tunggu tetap ngk bisa apa aplikasi nya eror yaa,1
bintang lima,PlayStore,bintang lima,1
Good,PlayStore,good,1
bgus,PlayStore,bgus,1
gak jelas gak bisa di buka,PlayStore,gak jelas gak bisa di buka,1
sangat baik,PlayStore,sangat baik,1
harus premium,PlayStore,harus premium,1
siipp,PlayStore,siipp,1
aplikasi gaje,PlayStore,aplikasi gaje,1
aplikasi kikir harus berbayar dulu baru bisa liat,PlayStore,aplikasi kikir harus berbayar dulu baru bisa liat,1
"NGURAS BANGETT, GBISA CARI INFO SEPERTI DULU.",PlayStore,nguras bangett gbisa cari info seperti dulu,1
baik,PlayStore,baik,1
Baguss buat yg penasaran di save orang,PlayStore,baguss buat yg penasaran di save orang,1
getcontact sangat membantu untuk penelepon yg tdk di kenal dgn indikasi yg tdk baik.,PlayStore,getcontact sangat membantu untuk penelepon yg tdk di kenal dgn indikasi yg tdk baik,2
hape kita dihack kalo langganan gak dilanjut,PlayStore,hape kita dihack kalo langganan gak dilanjut,1
kenapa harus bayar katanya gratis,PlayStore,kenapa harus bayar katanya gratis,1
"makin kesini makin kurang aplikasinya, dulu kita bisa melihat siapa aja yang kepo dgn nomor kita tapi sekarang malah gabisa sama sekali, lalu untuk ketika kita melihat profil oranglain juga cuma bisa ngeliat 2 tag nama aja padahal dulu bisa kelihatan semua lho? jadi gimana kita bisa tau kalau itu penipu atau ngga ya? fitur sekarang menurutku ga terlalu dipakai olehku. kecewa banget",PlayStore,makin kesini makin kurang aplikasinya dulu kita bisa melihat siapa aja yang kepo dgn nomor kita tapi sekarang malah gabisa sama sekali lalu untuk ketika kita melihat profil oranglain juga cuma bisa ngeliat  tag nama aja padahal dulu bisa kelihatan semua lho jadi gimana kita bisa tau kalau itu penipu atau ngga ya fitur sekarang menurutku ga terlalu dipakai olehku kecewa banget,0
gak bisa liat tag orang harus premium,PlayStore,gak bisa liat tag orang harus premium,1
"gak guna lagi, dulu bisa liat tag orang sekarang gak bisa lagi",PlayStore,gak guna lagi dulu bisa liat tag orang sekarang gak bisa lagi,1
gak bisa di matiin premium nya,PlayStore,gak bisa di matiin premium nya,1
aplikasi ini sangat bagus,PlayStore,aplikasi ini sangat bagus,2
Keren sangat membantu mengidentifikasi nama penelepon. terutama nomor² yg tidak dikenal (penipu),PlayStore,keren sangat membantu mengidentifikasi nama penelepon terutama nomor yg tidak dikenal penipu,2
nice,PlayStore,nice,1
saldo gw diambil anj sama getcontact,PlayStore,saldo gw diambil anj sama getcontact,1
apk aneh tiba tiba ga bisa login,PlayStore,apk aneh tiba tiba ga bisa login,1
ava nya ga bisa di ss👎🙄,PlayStore,ava nya ga bisa di ss,1
bnyk bayar,PlayStore,bnyk bayar,1
jelek bgt njir gw mau liat tag nama orang yg tiba tiba nelpon gw malah di suruh premium ah elah pake bayar segala,PlayStore,jelek bgt njir gw mau liat tag nama orang yg tiba tiba nelpon gw malah di suruh premium ah elah pake bayar segala,0
"sangat bermanfaat sekali jadi kita bisa tau tiba-tiba sering sekali mendapat telp tak dikenal langsung ketahuan ternyata no penipu, admin pinjol, penipuan pinjol or scam semua, jadi tidak jadi kita angkat, ini biasa nya ada orang-orang terdekat, rekan kantor yang berhutang di pinjol sehingga si admin pinjol menelepon semua no kontak si penghutang, sangat meresahkan & tidak membuat tidak nyaman kita ditelp orang-orang tak jelas",PlayStore,sangat bermanfaat sekali jadi kita bisa tau tibatiba sering sekali mendapat telp tak dikenal langsung ketahuan ternyata no penipu admin pinjol penipuan pinjol or scam semua jadi tidak jadi kita angkat ini biasa nya ada orangorang terdekat rekan kantor yang berhutang di pinjol sehingga si admin pinjol menelepon semua no kontak si penghutang sangat meresahkan  tidak membuat tidak nyaman kita ditelp orangorang tak jelas,1
uwapik,PlayStore,uwapik,1
"sudah beli dan bayar yg Premium, tapi di apk nya ga dapat akses Premium",PlayStore,sudah beli dan bayar yg premium tapi di apk nya ga dapat akses premium,1
"sudah bayar, sudah berlangganan, tapi tidak bisa akses fitur buka nomor di getcontact. Sangat tidak amanah.",PlayStore,sudah bayar sudah berlangganan tapi tidak bisa akses fitur buka nomor di getcontact sangat tidak amanah,1
terimakasih telah membantu memberi informasi terkait nomer spam atau penipuan,PlayStore,terimakasih telah membantu memberi informasi terkait nomer spam atau penipuan,2
Aplikasinya masih aneh.. banyak nomor nomor yang terblokir masih bisa telpon berkali kali tolong perbaiki... karna Sangat menggangu.. nanti kalo ada perbaikan pasti Aku kasih bintang 5 langsung,PlayStore,aplikasinya masih aneh banyak nomor nomor yang terblokir masih bisa telpon berkali kali tolong perbaiki karna sangat menggangu nanti kalo ada perbaikan pasti aku kasih bintang  langsung,1
"apk nya pelit,gratisan buat ngecek nomor orang aja gabisa padahal baru download tapi di paksa bgt buat beli premium dulu,gk guna bgt",PlayStore,apk nya pelitgratisan buat ngecek nomor orang aja gabisa padahal baru download tapi di paksa bgt buat beli premium dulugk guna bgt,1
aplikasi apa ini kaya gitu doang mbayar cuih🤮🤢,PlayStore,aplikasi apa ini kaya gitu doang mbayar cuih,1
sangat membantu dalam menerima setiap panggilan aneh,PlayStore,sangat membantu dalam menerima setiap panggilan aneh,2
"masa gabisa hapus langganan yg premium, udh apus akun udh apus aplikasi masih bayar perbulan, duit saya keambil terus kocak",PlayStore,masa gabisa hapus langganan yg premium udh apus akun udh apus aplikasi masih bayar perbulan duit saya keambil terus kocak,1
mantul,PlayStore,mantul,1
"privasi tidak aman dan nyaman , yg tidak perlu org tau",PlayStore,privasi tidak aman dan nyaman  yg tidak perlu org tau,2
"apk gak bisa di buka sangat di sayangkan, harus di perbarui kembali min",PlayStore,apk gak bisa di buka sangat di sayangkan harus di perbarui kembali min,1
baru aja pakai tapi gak bisaaa di gunakan disuruh bayar aplikasi oon,PlayStore,baru aja pakai tapi gak bisaaa di gunakan disuruh bayar aplikasi oon,1
sangat direkomendasikan sekali👍👍👍👍,PlayStore,sangat direkomendasikan sekali,1
"terima kasih banyak, aplikasi ini sangat membantu",PlayStore,terima kasih banyak aplikasi ini sangat membantu,2
Gak guna dikti2 bayar,PlayStore,gak guna dikti bayar,1
"gajelas ni apk, mau daftar. udh bener trus muncul terverifikasi malah ulang lagi terus gimana si.",PlayStore,gajelas ni apk mau daftar udh bener trus muncul terverifikasi malah ulang lagi terus gimana si,1
kenapa saya tidak bisa ganti nomor telepon saya?,PlayStore,kenapa saya tidak bisa ganti nomor telepon saya,1
saya sudah bayar premium tapi di aplikasi belum premium saldo sudah terpotong,PlayStore,saya sudah bayar premium tapi di aplikasi belum premium saldo sudah terpotong,1
tambahkan nama nama yang ada di kontak biar mudah mengetahui siapa yang memberi nama kita di situ,PlayStore,tambahkan nama nama yang ada di kontak biar mudah mengetahui siapa yang memberi nama kita di situ,1
"gak mengerti cara nya, ingin melihat nama kita jika di save tapi tidak mengerti dan kalau cari tau cara nya samaa aja ttp tidak mengerti.",PlayStore,gak mengerti cara nya ingin melihat nama kita jika di save tapi tidak mengerti dan kalau cari tau cara nya samaa aja ttp tidak mengerti,1
bagus untuk antisipasi hal yg gak perlu,PlayStore,bagus untuk antisipasi hal yg gak perlu,2
kok harus bayar sih pas ituh engga,PlayStore,kok harus bayar sih pas ituh engga,1
gak pernah download ni aplikasi tapi tiba tiba disuruh bayar premium,PlayStore,gak pernah download ni aplikasi tapi tiba tiba disuruh bayar premium,1
bagus sekali,PlayStore,bagus sekali,2
"aplikasi gak jelas , lebih bagus fitur2 yang dulu dari pada sekarang",PlayStore,aplikasi gak jelas  lebih bagus fitur yang dulu dari pada sekarang,2
"aplikasi penipuan, ngapain mau lihat"" informasi pribadi saya??🤬",PlayStore,aplikasi penipuan ngapain mau lihat informasi pribadi saya,1
gk bisa diakses jngn download ini,PlayStore,gk bisa diakses jngn download ini,1
ngga guna,PlayStore,ngga guna,1
melanggar privasi,PlayStore,melanggar privasi,1
apk makin laku kenapa jadi apa apa bayar terus si? udah bagus bagus laku eh malah dikit' premium,PlayStore,apk makin laku kenapa jadi apa apa bayar terus si udah bagus bagus laku eh malah dikit premium,2
mantap sangat membantu,PlayStore,mantap sangat membantu,2
"lebih bagus ada yang bayar perhari, soalnya saya jarang menggunakan layanan ini",PlayStore,lebih bagus ada yang bayar perhari soalnya saya jarang menggunakan layanan ini,2
sudh langganan masa limit dibatasi jg payah nih makin ksni makin parah,PlayStore,sudh langganan masa limit dibatasi jg payah nih makin ksni makin parah,1
lumayan,PlayStore,lumayan,1
"apk ga guna sekarang, apa' harus premium dan orang yg premium bisa sembunyikan identitas. gimana kalau penipu? mereka bisa melakukan aksinya dengan lancar dong? mana sekarang kl search nomor g muncul tag nya, mendingan perbaiki deh.",PlayStore,apk ga guna sekarang apa harus premium dan orang yg premium bisa sembunyikan identitas gimana kalau penipu mereka bisa melakukan aksinya dengan lancar dong mana sekarang kl search nomor g muncul tag nya mendingan perbaiki deh,0
engga ada trial premium dulu semalam 3 hari?,PlayStore,engga ada trial premium dulu semalam  hari,1
🅑🅐🅖🅤🅢,PlayStore,,1
okk mantaapp..,PlayStore,okk mantaapp,1
membantu melihat penipu ulung,PlayStore,membantu melihat penipu ulung,1
"getcontact sekarang berbayar, kecewa ga bisa liat kontak orang lgi",PlayStore,getcontact sekarang berbayar kecewa ga bisa liat kontak orang lgi,0
seharusnya kita tahu siapa yang ngasih nama kontak kita ini dan tolong perbaiki jangan ada pembayaran mahal,PlayStore,seharusnya kita tahu siapa yang ngasih nama kontak kita ini dan tolong perbaiki jangan ada pembayaran mahal,1
"gabangus sekarang buat"" premium pokok nya jgn download lah nyesel nnt ga guna soalnya",PlayStore,gabangus sekarang buat premium pokok nya jgn download lah nyesel nnt ga guna soalnya,1
"sekarang apk nya jelek,gabisa dilogin nin ga selancar dulu gaada kode otp nya dan gajelas lama lama bikin emosi",PlayStore,sekarang apk nya jelekgabisa dilogin nin ga selancar dulu gaada kode otp nya dan gajelas lama lama bikin emosi,1
aplikasi cengoh rak guno dongo marai darah tinggi ancokkkk,PlayStore,aplikasi cengoh rak guno dongo marai darah tinggi ancokkkk,1
tidak bisa melihat tag Nomor,PlayStore,tidak bisa melihat tag nomor,1
"umm.. kok pas kucek, cuman 1 ya nama ku yang di save orang?? tolong ini digimanain",PlayStore,umm kok pas kucek cuman  ya nama ku yang di save orang tolong ini digimanain,1
bagusssssssss bangetttt,PlayStore,bagusssssssss bangetttt,1
bagus tapi harus bayar,PlayStore,bagus tapi harus bayar,2
"apaan anjir udah ga langganan tiba"" saldo kesedot sendiri, di riwayat nya pembayaran langganan ke get contact, anehh banget padahal ga install ini apk tolong lah anj jangan asal sedot saldo orang, kecuali KECUALI SAYA PAKAI APK INI SEDANGKAN APK NYA DAH GA DIPAKEEE....",PlayStore,apaan anjir udah ga langganan tiba saldo kesedot sendiri di riwayat nya pembayaran langganan ke get contact anehh banget padahal ga install ini apk tolong lah anj jangan asal sedot saldo orang kecuali kecuali saya pakai apk ini sedangkan apk nya dah ga dipakeee,1
"ngga bisa masuk, apk apa macam apa ini. buruk sekali",PlayStore,ngga bisa masuk apk apa macam apa ini buruk sekali,0
dulu kalau liat tag gratis sekarang malah harus premium jadi susah,PlayStore,dulu kalau liat tag gratis sekarang malah harus premium jadi susah,1
udah ga bsa cek no hp harus bayar,PlayStore,udah ga bsa cek no hp harus bayar,1
tolong refund uang saya karna tidak sengaja berlangganan,PlayStore,tolong refund uang saya karna tidak sengaja berlangganan,1
"Tag saya tidak muncul, padahal pengguna lama. hapus aplikasi karena ganti hp, setelah di instal ulang tag saya hilang semua.",PlayStore,tag saya tidak muncul padahal pengguna lama hapus aplikasi karena ganti hp setelah di instal ulang tag saya hilang semua,1
"tambah lama tambah parah , semuaharus bayar aplikasi g guna",PlayStore,tambah lama tambah parah  semuaharus bayar aplikasi g guna,1
sdh bayar di telkomsel tdk dikenali subscription nya. resek penipu !!,PlayStore,sdh bayar di telkomsel tdk dikenali subscription nya resek penipu,0
udah males,PlayStore,udah males,1
jadi premium gini,PlayStore,jadi premium gini,1
apk ini tidak berguna saya udh premium 2x tpi ttp ga bisa digunakan,PlayStore,apk ini tidak berguna saya udh premium x tpi ttp ga bisa digunakan,1
bgus sih cmn sekarang berbayar GK sperti dulu,PlayStore,bgus sih cmn sekarang berbayar gk sperti dulu,1
gila nge cek aja bayar,PlayStore,gila nge cek aja bayar,1
bagus dan sy bisa gunakan ini dengan baik,PlayStore,bagus dan sy bisa gunakan ini dengan baik,2
gk bisa kebuka,PlayStore,gk bisa kebuka,1
aplikasi macam apa ini semuanya berbayar,PlayStore,aplikasi macam apa ini semuanya berbayar,1
"aplikasi ini harus dicurigai, masa waktu daftar kita harus kasih ijin hapus, tambah, edit data google drive kita, hati hati aja sama ini aplikasi",PlayStore,aplikasi ini harus dicurigai masa waktu daftar kita harus kasih ijin hapus tambah edit data google drive kita hati hati aja sama ini aplikasi,1
udah beli premium kok masih memcapai limit penggunaan maksimum??,PlayStore,udah beli premium kok masih memcapai limit penggunaan maksimum,1
verifikasi rumit,PlayStore,verifikasi rumit,1
kok malah ga bisa verifikasi sih? sudah berkali-kali coba,PlayStore,kok malah ga bisa verifikasi sih sudah berkalikali coba,1
cukup membantu. detail dan sangat jelas,PlayStore,cukup membantu detail dan sangat jelas,2
"lah sekarang prem? pdhl dulu ngga loh🤭 ,hapus dong fitur premnya",PlayStore,lah sekarang prem pdhl dulu ngga loh hapus dong fitur premnya,1
dasar apk GK jelas benar² bikin Emosi prifikasinya ribet banget di Ulang2 jg tetap Sm intinya bagi Aku APK ini GK bagus GK Tau Shi bagi Yg Udah biasa Pake Gencontac tapi bagi Aku sangat Tdk puas Ini Aja Aku Ngasi bintang Karna Terpaksa Dunia Akhirat soalnya GK bisa Kekirim kalau GK Di Kasi bintang 🗿,PlayStore,dasar apk gk jelas benar bikin emosi prifikasinya ribet banget di ulang jg tetap sm intinya bagi aku apk ini gk bagus gk tau shi bagi yg udah biasa pake gencontac tapi bagi aku sangat tdk puas ini aja aku ngasi bintang karna terpaksa dunia akhirat soalnya gk bisa kekirim kalau gk di kasi bintang,2
